Index,Country,Scope,Jurisdiction,Type of Law,Product Type,Application,Ordinance,Hyperlink to Ordinance
874,United States,Local,South Kingstown,Ban,Bag,Retail,,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
875,United States,Local,South Lake Tahoe,Ban,All polystyrene,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5ac52e69575d1f68e4545034/1522871968818/SLT+Ordinance
876,United States,Local,South Lake Tahoe,Ban,Straw,Restaurant,link,https://www.cityofslt.us/942/Expanded-Polystyrene-Ordinance
877,United States,Local,South Lake Tahoe,Ban+Fee,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fab2e4b0304163b0746c/1434581682263/SouthLakeTahoe.pdf
878,United States,Local,South Orange,Ban,Bag,"Restaurant, Retail",,http://www.southorange.org/DocumentCenter/View/1821/2019-15-Ordinance-Amending-Chapter-294---Prohibiting-Use-of-Retail-Plast
879,United States,Local,South Padre Island,Ban+Fee,Bag,Retail,link,https://www.myspi.org/egov/docs/1324577805563.htm
880,United States,Local,South Pasadena,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/582f67cc9f74568b2908862b/1479501773404/11-16-2016+Agenda+Packet+%26+Ordinance.pdf
881,United States,Local,South Pasadena,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fac5e4b0304163b074d0/1434581701774/SouthPasadena.pdf
882,United States,Local,South Portland,Ban,EPS,Restaurant,link,https://www.southportland.org/files/5614/4258/7851/12_-_ORDINANCE_4.pdf
883,United States,Local,South Portland,Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/561bfb09e4b0fe68193b4b40/1444674313882/South+Portland+Maine.pdf
884,United States,Local,South San Francisco,Ban,EPS,"Restaurant, Retail",link,http://qcode.us/codes/southsanfrancisco/
885,United States,Local,South San Francisco,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fadbe4b0344e14751559/1434581723354/SouthSanFrancisco.pdf
886,United States,Local,Southampton,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/newyork-southhampton-town.pdf
887,United States,Local,Southampton,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a6fa971c10b340c3aec75/1516924841309/South+Hampton+Village_+Retail+Checkout+Bags.pdf
888,United States,Local,Southbridge,ban,Bag,"Retail, Restaurant",link,https://www.ci.southbridge.ma.us/sites/southbridgema/files/uploads/law_restricting_plastic_bag_distribution_may_9_2019.pdf
889,United States,Local,Southwest Harbor,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/maine_southwestharbor.pdf
890,United States,Local,Springfield,Ban,Bag,Retail,link,https://ecode360.com/34210689
891,United States,Local,St Helena,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581faefe4b0344e147515ad/1434581743807/StHelena.pdf
892,United States,Local,St. Peterburg,Ban,EPS,Restaurant,link,http://www.stpete.org/sustainability/docs/Plastic%20Straws%20and%20Expanded%20Polystyrene%20-%20Final%20Ordinance.pdf
893,United States,Local,St. Petersburg,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
894,United States,Local,Stafford Township,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/newjersey_staffordtownship.pdf
895,United States,Local,Stamford,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
896,United States,Local,Steamboat Springs,Ban+Fee,Bag,Retail,-,http://docs.steamboatsprings.net:10100/OnBaseAgendaOnline/Documents/ViewDocument/ORDINANCE.DOCX.pdf?meetingId=831&documentType=Agenda&itemId=7749&publishId=8399&isSection=false
897,United States,Local,Stockbridge,Ban,Bag,"Retail, Restaurant",link,https://www.lee.ma.us/sites/leema/files/uploads/attested_copy_of_boh_regs_on_bags.pdf
898,United States,Local,Stockbridge,Ban,EPS,Restaurant,link,https://www.lee.ma.us/sites/leema/files/uploads/attested_copy_of_stock_boh_polystrene.pdf
899,United States,Local,Stone Harbor,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/newjersey_stoneharper.pdf
900,United States,Local,Stonington,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
901,United States,Local,Sudbury,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/3963763f6b6a107c0df30423ae8fcc02?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
902,United States,Local,Sullivan’s Island,Ban,Bag,Retail,link,http://www.sullivansisland-sc.com/Files/Council%20Mtg%20Support%20Info/2018%20Council%20Reports/11202018%20Reg%20Council%20Agenda%20Packet.pdf
903,United States,Local,Sunnyvale,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab7c8e4b07b7dda58e90a/1436202952826/Sunnyvale+EPS+Ordinance.pdf
904,United States,Local,Sunnyvale,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581faffe4b0344e147515fb/1434581759302/Sunnyvale.pdf
905,United States,Local,Sunset Valley,Ban+Fee,Bag,Retail,link,http://www.baglaws.com/assets/pdf/texas_sunset_valley.pdf
906,United States,Local,Surfside,ban,Bag,Retail,,
907,United States,Local,Surfside,Ban,EPS,Restaurant,link,https://www.townofsurfsidefl.gov/docs/default-source/default-document-library/town-clerk-documents/town-ordinances/2015/15-1630-polystyrene-food-service-articles.pdf?sfvrsn=b1c64494_2
908,United States,Local,Surfside Beach,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/southcarolina_surfsidebeach.pdf
909,United States,Local,Swampscott,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts_swampscott.pdf
910,United States,Local,Tacoma,Ban+Fee,Bag,Retail,link,http://www.baglaws.com/assets/pdf/washington-tacoma.pdf
911,United States,Local,Teaneck,Fee,Bag,Retail,link,http://teanecktownnj.iqm2.com/Citizens/Detail_LegiFile.aspx?ID=4047
912,United States,Local,Telluride,Ban,Bag,Retail,link,http://www.campaignforrecycling.org/sites/default/files/Telluride_co_bagban_0.pdf
913,United States,Local,Tewksbury,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts_tewksbury.pdf
914,United States,Local,Tiburon,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fb10e4b0344e1475166b/1434581776206/Tiburon.pdf
915,United States,Local,Tisbury,Ban,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/57116f6be32140c55c8933d4/1460760428215/WARRANT+-+Special+Town+Meeting_4.12.16.pdf
916,United States,Local,Topsfield,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/620a719c80dc89ebbe9fd6312c4f9720?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
917,United States,Local,Topsham,Ban,EPS,"Restaurant, Retail",link,https://www.topshammaine.com/vertical/sites/%7B95A28B10-4485-4BEC-B8FC-5E8BF056A147%7D/uploads/Topsham_Polystyrene_foam_petition_(11x17)__FINAL.pdf
918,United States,Local,Topsham,Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a6be40d9297107f3e7f62/1516923876878/maine-topsham.pdf
919,United States,Local,Townsend,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
920,United States,Local,Truckee,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fb1fe4b0344e147516bd/1434581791489/Truckee.pdf
921,United States,Local,Truro,Ban,Bag,"Retail, Restaurant",link,http://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/56426962e4b0a83ded1db3a7/1447192930296/Truro.pdf
922,United States,Local,Tumwater,Ban+Fee,Bag,Retail,link,https://weblink.ci.tumwater.wa.us/public/DocView.aspx?id=220884&page=1&dbid=0&cr=1
923,United States,Local,Tyngsborough,Ban,Bag,Retail,link,http://www.tyngsboroughma.gov/download/agendas/BoSAgendasPackets/2018/BOS%20Packet%202018-04-23.pdf
924,United States,Local,Ukiah,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab777e4b0edd30ab3f15d/1436202871161/Ukiah+EPS+Ordinance.PDF
925,United States,Local,Ukiah,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fb30e4b0344e14751728/1434581808074/Ukiah.pdf
926,United States,Local,Unalaska,Ban,Bag,Retail,link,http://www.baglaws.com/assets/pdf/alaska_unalaska.pdf
927,United States,Local,Union City,Ban,EPS,Government,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5916104e15d5dbbefa8fcff6/1494618190750/APPROVED_UC+FOAM+FOODWARE_Ordinance+Language.pdf
928,United States,Local,Union City,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55d6315be4b041c74fd09091/1440100699519/AC+Final+Ordinance.pdf
929,United States,Local,Vail,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
930,United States,Local,Ventnor,Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a6d75ec212d10efafe9ee/1516924277653/Teaneck_New+Jersey_+Plastic+Bag+Ordinance.pdf
931,United States,Local,Vermont,ban,bag,Retail,link,https://legislature.vermont.gov/Documents/2020/Docs/BILLS/S-0113/S-0113%20As%20passed%20by%20the%20Senate%20Official.pdf
932,United States,Local,Wakefield,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/c4ac0f6df8ae026cc2f041749b7ae677?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
933,United States,Local,Walnut Creek,Ban,All Polystyrene,"Restaurant, Retail",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab760e4b0e6e634ce42a9/1436202848795/Walnut+Creek+EPS+Ordinance.PDF
934,United States,Local,Walnut Creek,Ban+Fee,Bag,"Retail, Restaurant",link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fb3ee4b0344e14751766/1434581822599/WalnutCreek.PDF
935,United States,Local,Warren,Ban,Bag,Retail,link,https://library.municode.com/ri/warren/codes/code_of_ordinances?nodeId=THCO_CH11LIBURE_ARTXIIIRECABAIN
936,United States,Local,"Washington, D.C.",Ban,EPS,Restaurant,link,http://dcclims1.dccouncil.us/images/00001/20131125094058.pdf
937,United States,Local,"Washington, D.C.",Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/55ad6e16e4b0dab0d53fe1d9/1437429270248/dc_ordinance.pdf
938,United States,Local,Wasilla,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a7ce1e224a6949ae9d8a13b/1518133733919/Wasilla+Plastic+Bag+Ordinance.pdf
939,United States,Local,Watertown,Ban,Bag,"Retail, Restaurant",link,https://www.watertown-ma.gov/DocumentCenter/View/19364/2016-06-07-Plastic-Bag-Ordinance?bidId=
940,United States,Local,Watsonville,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab74fe4b0e6e634ce424f/1436202831931/Watsonville+EPS+Ordinance.pdf
941,United States,Local,Watsonville,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fb4de4b0344e147517be/1434581837390/Watsonville.pdf
942,United States,Local,Wayland,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts_wayland.pdf
943,United States,Local,Wayland,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/f131962db15094d4bfc679012ed0dbea?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
944,United States,Local,Wellesley,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts_wellesley.pdf
945,United States,Local,Wellfleet,Ban,Bag,"Retail, Restaurant",link,http://www.wellfleet-ma.gov/sites/wellfleetma/files/file/file/wellfleet_general_bylaws_as_amended_april_27_2015.pdf
946,United States,Local,Wellfleet,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/a858211ac99dc5b3562248f76b0977cc?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
947,United States,Local,West Chester,Ban,Bag,"Restaurant, Retail",,https://www.west-chester.com/DocumentCenter/View/10745/Ordinance-2019-09--Plastics
948,United States,Local,West Hollywood,Ban,All Polystyrene,Restaurant,link,http://qcode.us/codes/westhollywood/view.php?topic=15-3-15_60&showAll=1&frames=on
949,United States,Local,West Hollywood,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fb5fe4b0344e1475181b/1434581855631/WestHollywood.pdf
950,United States,Local,West Tisbury,Ban,Bag,"Retail, Restaurant",link,https://www.westtisbury-ma.gov/bylaws/pages/plastic-checkout-bags
951,United States,Local,Westborough,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts-westborough.pdf
952,United States,Local,Westfield,Ban,EPS,Restaurant,link,https://www.cityofwestfield.org/DocumentCenter/View/3382/Polystyrene-Regulations?bidId=
953,United States,Local,Westford,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/8ddd2726ad35ff125e298d65a80f8bf7?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
954,United States,Local,Westford,Ban,EPS,"Restaurant, Government",link,http://nebula.wsimg.com/19c1b24506be634254e7e9107ad09d28?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
955,United States,Local,Weston,Ban,Bag,"Retail, Restaurant",link,http://www.baglaws.com/assets/pdf/massachusetts_weston.pdf
956,United States,Local,Weston,Ban+Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
957,United States,Local,Westport,Ban,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5a6a542753450afcbfb77f86/1516917799289/connecticut_westport.pdf
958,United States,Local,Williamstown,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/149f291453d8b4303f7797ece921ac0c?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
959,United States,Local,Williamstown,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/8549f0c39ff600121423356ffb23f12a?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
960,United States,Local,Wilmington,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/ed2330ef5b042581a1002b20c9c8ef7b?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
961,United States,Local,Winchester,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/1916f72725cb9ff7c3cecdec243bcd9f?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
962,United States,Local,Windham,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
963,United States,Local,Windsor,Ban+Fee,Bag,Retail,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/5581fa9fe4b0304163b07428/1434581663902/SomomaCounty.pdf
964,United States,Local,Winthrop,ban,Bag,Retail,,
965,United States,Local,Winthrop,Ban,EPS,Restaurant,link,http://nebula.wsimg.com/7c118a4e63df777b1d43c3224d81e84f?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
966,United States,Local,Woburn,ban,bag,"Retail, Restaurant",link,http://nebula.wsimg.com/7ee660135902b7828e7e269fcd689c2a?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
967,United States,Local,Worcester,ban/fee hybrid,Bag,Retail,,
968,United States,Local,Wrentham,ban,bag,Retail,,
969,United States,Local,Yarmouth,Ban,Bag,"Retail, Restaurant",link,http://nebula.wsimg.com/95aee89695f2532ae89f881537a3917d?AccessKeyId=1C31A3B4B1A73412F089&disposition=0&alloworigin=1
970,United States,Local,York,Ban,Bag,Retail,link,https://www.nrcm.org/wp-content/uploads/2016/05/Town-of-York-Bag-ordinance.pdf
971,United States,Local,Yountville,Ban,EPS,Restaurant,link,https://static1.squarespace.com/static/54d3a62be4b068e9347ca880/t/559ab733e4b078c942e5a3c8/1436202803960/Yountville+EPS+Ordinance.pdf
972,United States,National,United States,Ban,Microbead,"Retail, Manufacture, Distribution, Import",link,https://www.congress.gov/114/plaws/publ114/PLAW-114publ114.pdf
973,United States,State,California,Upon Request,Straw,Restaurant,link,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201720180AB1884
974,United States,State,California State*,Ban+Fee,Bag,Retail,link,https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201320140SB270
975,United States,State,Connecticut,ban,Bag,"Restaurant, Retail",link,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=2ahUKEwjT3N6O66_jAhUItlkKHfr3DCEQFjAAegQIAhAB&url=https%3A%2F%2Fwww.cga.ct.gov%2Fasp%2Fcgabillstatus%2Fcgabillstatus.asp%3FselBillType%3DBill%26bill_num%3DHB06313%26which_year%3D2017&usg=AOvVaw2dJo1LcPU6Meud33bENxdB
976,United States,State,Illinois,Ban,Microbead,"Retail, Manufacture",-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
977,United States,State,Maine,Ban,Bag,"Restaurant, Retail",link,https://legiscan.com/ME/text/LD1532/2019
978,United States,State,Maine,Ban,EPS,"Restaurant, Retail",link,http://www.mainelegislature.org/legis/bills/getPDF.asp?paper=HP0213&item=1&snum=129
979,United States,State,Maryland,Ban,EPS,"Restaurant, Retail",link,http://mgaleg.maryland.gov/2018RS/bills/hb/hb0538f.pdf
980,United States,State,New York,Ban,Bag,,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
981,United States,State,Orange Village,ban,Bag,"Restaurant, Retail",,
982,United States,Territory,American Samoa,Ban,Bag,Retail,link,http://www.epa.as.gov/sites/default/files/documents/plastic_ban/plasticbagban.pdf
983,United States,Territory,Guam,Ban,Bag,Retail,link,http://www.guamlegislature.com/Committee_Reports_34th/Bill%20No.%20268-34%20(COR)%20ComReport%20as%20amended.pdf
984,United States,Territory,Northern Mariana Islands,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
985,United States,Territory,Puerto Rico,Ban,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
986,United States,Territory,U.S. Virgin Islands,Ban,Bag,Retail,link,http://www.viwma.org/index.php/businessinfo/plasticbagban
987,Uruguay,Local,Uruguay,Fee,Bag,Unknown,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
988,Uzbekistan,National,Uzbekistan,Ban,Bag,Manufacture,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
989,Vanuatu,National,Vanuatu,Ban,Bag,Unknown,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
990,Vanuatu,National,Vanuatu,Ban,Straw,Restaurant,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
991,Vietnam,Local,Ho Chi Minh City,Ban,Bag,Unknown,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
992,Vietnam,National,Vietnam,Fee,Bag,Retail,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
993,Yemen,National,Yemen,Ban,Bag,Unknown,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
994,Zimbabwe,National,Zimbabwe,Ban,Bag,Unknown,-,https://docs.google.com/forms/d/e/1FAIpQLScYxyzvvx3BK6nG6S3H54wtcFfq9MhitbQ9uxEOljrK4Qak9g/viewform
